Weather_ID,Place_ID,Year,Month_Number,Month_Name,Season,Average_Temperature_C,Minimum_Temperature_C,Maximum_Temperature_C,Humidity_Percentage,Rainfall_mm,Wind_Speed_kmph,Weather_Condition,Air_Quality_Index,UV_Index,Visibility_KM,Sunrise_Time,Sunset_Time,Tourism_Suitability,Weather_Warning,Created_Date,Updated_Date
WT000116,MP010,2024,8,August,Monsoon,24.8,15.9,30.9,86,185.7,8.3,Rainy,60,10,3.4,06:42 Ayuk,06:08 Nungthil,Poor,No,25-10-2023,02-11-2026
WT000155,MP013,2023,11,November ,Autumn,19.1,11,24.1,68,21.3,3.8,Foggy ,140,6,11.1,05:33 Ayuk,07:32 Nungthil,Good,No,07-01-2023,09-05-2026
WT000577,MP049,2025,1,January,Winter,16.3,7.2,22.3,69,0,5.6,Clear,117,10,11.4,04:29 Ayuk,06:36 Nungthil,Excellent,No,17-06-2023,18-05-2026
WT000138,MP012,2023,6,June,Summer,28.4,18.3,33,75,155.8,8.8,Rainy,98,4,2.7,05:34 Ayuk,05:17 Nungthil,Moderate,Heavy Rain Alert,22-07-2025,09-03-2025
WT000664,MP056,2023,4,April,Spring,24,13.9,30.9,52,60.7,7.4,Clear,148,10,10.5,06:37 Ayuk,07:53 Nungthil,Good,No,07-08-2025,17-09-2025
WT000833,MP070,2023,5,May,Summer,26.1,17.3,33.1,62,105.2,5.3,Rainy,119,6,9.7,05:27 Ayuk,06:07 Nungthil,Moderate,No,25-08-2025,15-01-2026
WT000450,MP038,2023,6,June,Summer,27,19.3,35.3,75,191,8.7,Foggy,108,7,2.6,05:56 Ayuk,05:45 Nungthil,Moderate,No,13-04-2025,01-09-2026
WT000663,MP056,2023,3,March,Spring,21.4,10.3,27.4,62,24.1,7.4,Windy,72,5,8.1,06:29 Ayuk,05:11 Nungthil,Good,No,13-02-2023,19-01-2026
WT000118,MP010,2024,10,October,Autumn,22.2,12.1,28.1,66,61.5,5.7,Heavy Rain,81,6,3.6,04:48 Ayuk,05:14 Nungthil,Good,No,18-02-2025,14-01-2026
WT000530,MP045,2024,2,February,Winter,15.8,10.3,25.3,66,57.4,5,Cloudy,117,6,10,05:45 Ayuk,07:07 Nungthil,Excellent,No,21-06-2024,04-09-2026
WT000188,MP016,2024,8,August,Monsoon,24.6,17.1,30.2,76,176.7,8.5,Windy,70,6,7.3,04:07 Ayuk,07:45 Nungthil,Poor,No,23-05-2025,20-01-2025
WT000136,MP012,2024,4,April,Spring,21.7,13.1,30,66,6.3,4.5,Cloudy,128,6,10.8,06:26 Ayuk,06:57 Nungthil,Good,No,23-04-2024,11-08-2025
WT000783,MP066,2025,3,March,Spring,18.9,12.3,27.8,64,26.8,5.9,Foggy,127,4,3.3,05:43 Ayuk,07:48 Nungthil,Good,No,16-03-2024,08-08-2025
WT000033,MP003,2025,9,September,Monsoon,24.9,15.6,29.4,87,159.1,8.7,Windy,60,5,3.7,06:01 Ayuk,05:04 Nungthil,Poor,No,23-04-2024,18-12-2025
WT000794,MP067,2024,2,February,Winter,14.7,7.8,23,73,32.8,7,Sunny,86,10,3.9,04:55 Ayuk,05:27 Nungthil,Excellent,No,14-11-2024,23-10-2025
WT000494,MP042,2024,2,February,Winter,14.8,10.5,24.5,74,0,5.9,Clear,85,6,11.7,05:59 Ayuk,05:48 Nungthil,Excellent,No,02-11-2025,15-04-2026
WT000288,MP024,2023,12,December,Winter,12.6,5.7,20.5,69,0,4.6,Rainy,103,9,2.3,04:00 Ayuk,07:21 Nungthil,Excellent,No,13-10-2024,24-12-2026
WT000309,MP026,2024,9,September,Monsoon,23.9,15.3,28.7,83,139.1,5.3,Foggy,89,6,7.1,05:27 Ayuk,07:05 Nungthil,Poor,No,07-02-2024,10-08-2026
WT000135,MP012,2023,3,Marchh,Spring,20,11.3,27.1,55,39.7,7.4,Heavy Rain,78,7,3.2,05:38 Ayuk,07:28 Nungthil,Good,No,12-07-2025,22-09-2025
WT000290,MP025,2023,2,February,Winter,17.5,9.8,24.9,57,37.7,5.5,Foggy,143,6,8.7,04:40 Ayuk,05:00 Nungthil,Excellent,No,17-11-2024,05-03-2025
WT000103,MP009,2024,7,July,Monsoon,25.2,18.4,31.3,75,225.7,8.1,Partly Cloudy,137,5,5.8,04:03 Ayuk,06:56 Nungthil,Poor,Flood Warning,09-09-2023,25-01-2026
WT000187,MP016,2025,7,July,Monsoon,27,15.9,31.7,80,242.5,6.4,Cloudy,147,8,9.6,06:44 Ayuk,05:20 Nungthil,Poor,Flood Warning,02-05-2023,08-02-2026
WT000460,MP039,2023,4,April,Spring,24,14.5,31.5,54,26.2,7.8,Rainy,113,5,11.4,04:43 Ayuk,07:13 Nungthil,Good,No,04-11-2024,06-08-2026
WT000287,MP024,2024,11,November,Autumn,17,8.9,25.4,68,48,5.8,Sunny,73,7,8.9,05:24 Ayuk,07:49 Nungthil,Good,No,01-12-2025,05-09-2026
WT000352,MP030,2023,4,April,Spring,24,14.6,32.2,62,80.6,6.1,Sunny,144,4,5.2,05:28 Ayuk,05:27 Nungthil,Good,No,07-03-2024,09-05-2025
WT000810,MP068,2025,6,June,Summer,27.2,19.2,34.4,75,181.1,9,Cloudy,133,5,9,05:02 Ayuk,05:03 Nungthil,Moderate,Flood Warning,17-09-2024,03-05-2025
WT000215,MP018,2023,11,November,Autumn,17.5,10.5,24.7,58,50.5,2.7,Cloudy,54,9,7.7,05:23 Ayuk,05:32 Nungthil,Good,No,23-07-2024,11-03-2026
WT000673,MP057,2025,1,January,Winter,15.4,8.7,22.7,66,41.5,8.1,Foggy,137,5,9.4,04:28 Ayuk,06:56 Nungthil,Excellent,No,24-01-2025,14-07-2025
WT000636,MP053,2025,12,December,Winter,13.4,6.1,22.2,71,25.7,3.3,Foggy,101,3,3.6,05:42 Ayuk,05:44 Nungthil,Excellent,No,09-12-2024,02-11-2025
WT000160,MP014,2024,4,April,Spring,24.2,12.9,29.7,71,22.5,6.8,Cloudy,145,5,10.2,04:14 Ayuk,05:02 Nungthil,Good,No,09-04-2024,04-04-2025
WT000129,MP011,2024,9,September,Monsoon,26.1,14.3,30,87,132.2,8.4,Clear,115,8,5,06:35 Ayuk,07:29 Nungthil,Poor,No,15-04-2023,08-11-2025
WT000296,MP025,2023,8,August,Monsoon,24.6,16.1,31.5,93,211.3,8.9,Cloudy,106,10,10.4,05:16 Ayuk,06:44 Nungthil,Poor,Flood Warning,21-06-2025,13-01-2025
WT000172,MP015,2024,4,April,Spring,23.9,15.2,29.7,70,13.1,6.5,Partly Cloudy,114,4,2.5,05:35 Ayuk,05:53 Nungthil,Good,No,03-07-2023,12-01-2026
WT000799,MP067,2024,7,July,Monsoon,26.5,17.3,31,84,210.9,9.8,Cloudy,103,8,11.6,04:00 Ayuk,06:25 Nungthil,Poor,Flood Warning,09-06-2023,17-06-2026
WT000784,MP066,2024,4,April,Spring,23.2,12.9,31.1,57,34.8,6,Partly Cloudy,137,7,9.6,06:37 Ayuk,06:29 Nungthil,Good,No,23-02-2024,01-09-2026
WT000433,MP037,2023,1,January,Winter,15.9,9.1,21.1,63,56.2,7.3,Heavy Rain,135,10,4.9,04:00 Ayuk,06:16 Nungthil,Excellent,No,13-03-2024,14-04-2026
WT000009,MP001,2024,9,September,Monsoon,23.8,16.2,30.7,85,111.9,6.6,Partly Cloudy,139,6,2.9,06:41 Ayuk,05:33 Nungthil,Poor,No,22-11-2023,12-07-2025
WT000254,MP022,2025,2,February,Winter,15.8,7.5,24.9,61,48,4.7,Windy,90,7,10.4,06:54 Ayuk,05:13 Nungthil,Excellent,No,03-09-2025,23-11-2025
WT000431,MP036,2024,11,November,Autumn,17.4,11.5,25.2,64,51.2,3.7,Clear,57,8,11.6,05:38 Ayuk,07:59 Nungthil,Good,No,05-08-2024,17-04-2026
WT000481,MP041,2025,1,January,Winter,15.7,9.5,20.6,61,1.8,8.8,Sunny,106,9,3.8,06:06 Ayuk,06:30 Nungthil,Excellent,No,05-01-2025,09-01-2026
WT000148,MP013,2024,4,April,Spring,22.8,15.5,31.1,66,6.2,4.5,Foggy,59,10,4.7,05:32 Ayuk,05:20 Nungthil,Good,No,09-01-2025,24-03-2026
WT000696,MP058,2024,12,December,Winter,13.9,7,22.5,75,4.1,5.6,Clear,120,6,4.7,04:58 Ayuk,05:35 Nungthil,Excellent,No,04-07-2024,24-10-2026
WT000498,MP042,2024,6,June,Summer,28.4,18.8,33.8,85,149.8,7.2,Partly Cloudy,64,9,12,06:17 Ayuk,05:34 Nungthil,Moderate,No,11-05-2025,15-04-2026
WT000349,MP030,2024,1,January,Winter,15.9,8.6,21.9,58,0,6.1,Clear,50,4,8.9,06:57 Ayuk,06:06 Nungthil,Excellent,No,21-10-2023,17-06-2026
WT000409,MP035,2025,1,January,Winter,13.8,8,22.8,69,61.6,5.6,Heavy Rain,89,3,10.4,04:06 Ayuk,05:13 Nungthil,Excellent,No,04-03-2024,10-10-2026
WT000525,MP044,2023,9,September,Monsoon,25.1,13.5,30.4,72,93.8,7.9,Cloudy,123,9,6.6,04:44 Ayuk,06:10 Nungthil,Moderate,No,12-06-2024,19-05-2026
WT000643,MP054,2023,7,July,Monsoon,26.9,16.1,30.7,86,236.2,6.2,Partly Cloudy,134,3,10.8,04:33 Ayuk,05:30 Nungthil,Poor,Flood Warning,18-06-2025,10-12-2025
WT000829,MP070,2025,1,January,Winter,15.2,8.2,22.5,59,50.1,6.4,Windy,85,9,8.7,04:40 Ayuk,05:44 Nungthil,Excellent,No,06-10-2025,25-06-2025
WT000227,MP019,2025,11,November,Autumn,17.7,8.7,23.6,56,0,3.9,Sunny,136,6,11,05:21 Ayuk,05:35 Nungthil,Good,No,12-09-2024,09-06-2026
WT000813,MP068,2024,9,September,Monsoon,25.2,16.4,28.9,72,152.7,8,Heavy Rain,89,7,11.6,05:14 Ayuk,06:47 Nungthil,Poor,No,23-07-2025,18-06-2025
WT000186,MP016,2025,6,June,Summer,26,17.6,34.5,83,198.2,9.5,Foggy,90,5,6.4,06:27 Ayuk,05:42 Nungthil,Moderate,Heavy Rain Alert,20-01-2023,23-10-2025
WT000579,MP049,2024,3,March,Spring,21.1,9.5,29.2,68,21.8,6.4,Rainy,62,9,5.7,05:48 Ayuk,06:21 Nungthil,Good,No,06-06-2025,12-03-2025
WT000330,MP028,2023,6,June,Summer,26.8,18.2,32.7,87,127.2,7.9,Partly Cloudy,145,8,5.3,06:20 Ayuk,07:46 Nungthil,Moderate,No,18-03-2023,21-02-2026
WT000539,MP045,2023,11,November,Autumn,16.6,8.8,24,60,0,3.3,Windy,105,8,8.1,04:07 Ayuk,06:49 Nungthil,Good,No,17-02-2024,19-04-2025
WT000840,MP070,2023,12,December,Winter,14.4,7.2,21.6,74,12.7,3.3,Partly Cloudy,148,7,7.3,06:31 Ayuk,06:53 Nungthil,Excellent,No,16-10-2024,18-03-2025
WT000742,MP062,2024,10,October,Autumn,21.9,12.8,26.8,81,32.7,4.1,Clear,90,7,5.9,04:20 Ayuk,06:21 Nungthil,Good,No,17-08-2025,02-02-2026
WT000550,MP046,2023,10,October,Autumn,20.9,14.5,26.8,63,82.1,5.2,Sunny,94,9,3.6,05:29 Ayuk,05:36 Nungthil,Good,No,24-11-2025,11-05-2026
WT000749,MP063,2025,5,May,Summer,25.5,15.1,33.3,61,98.1,8.6,Sunny,141,5,7.4,06:49 Ayuk,07:57 Nungthil,Moderate,No,08-02-2023,04-07-2025
WT000592,MP050,2025,4,April,Spring,22.9,15.5,32.2,60,57.8,5.3,Sunny,69,10,6.3,04:52 Ayuk,05:42 Nungthil,Good,No,21-05-2023,15-08-2025
WT000565,MP048,2024,1,January,Winter,14,8.1,21.8,77,4,8.6,Foggy,72,4,3.7,06:05 Ayuk,07:41 Nungthil,Excellent,No,06-07-2025,24-12-2025
WT000055,MP005,2023,7,July,Monsoon,28,17.5,32.4,78,204.3,7.2,Sunny,128,9,2.4,06:55 Ayuk,05:37 Nungthil,Poor,Flood Warning,02-11-2024,05-03-2025
WT000519,MP044,2025,3,March,Spring,19.1,10.9,26.8,68,41.9,5.6,Clear,66,8,5.8,04:32 Ayuk,07:13 Nungthil,Good,No,08-01-2023,06-04-2026
WT000302,MP026,2024,2,February,Winter,14.8,7.5,24.4,65,16.6,5.4,Cloudy,126,7,8.6,04:41 Ayuk,05:30 Nungthil,Excellent,No,04-12-2025,25-07-2025
WT000175,MP015,2023,7,July,Monsoon,26.6,17.9,31.7,90,249.2,8.1,Partly Cloudy,145,9,7.4,06:10 Ayuk,07:39 Nungthil,Poor,Flood Warning,24-03-2023,15-12-2025
WT000478,MP040,2024,10,October,Autumn,20.9,13.7,28.1,70,39.5,5.9,Clear,81,6,9.9,05:33 Ayuk,07:51 Nungthil,Good,No,19-01-2025,21-11-2025
WT000428,MP036,2024,8,August,Monsoon,25.6,15.2,30.4,90,211.7,10,Cloudy,70,9,7.6,06:08 Ayuk,06:48 Nungthil,Poor,Flood Warning,14-07-2023,20-11-2026
WT000375,MP032,2023,3,Marchh,Spring,18.7,11.3,29.2,58,4,5.2,Cloudy,74,8,8.4,04:33 Ayuk,05:47 Nungthil,Good,No,06-10-2024,13-09-2026
WT000008,MP001,2025,8,August,Monsoon,25.4,16.8,30.7,82,178.2,8.9,Partly Cloudy,62,8,11.5,05:36 Ayuk,05:45 Nungthil,Poor,No,22-11-2024,11-03-2025
WT000746,MP063,2025,2,February,Winter,15.7,9.8,23.6,58,5.6,7.9,Sunny,63,3,7.9,04:55 Ayuk,05:35 Nungthil,Excellent,No,21-10-2024,22-07-2026
WT000059,MP005,2024,11,November,Autumn,17.2,9.5,24.2,66,26.2,2.7,Clear,120,3,10.4,06:10 Ayuk,07:52 Nungthil,Good,No,16-07-2025,24-11-2026
WT000304,MP026,2025,4,April,Spring,23.1,13.4,31.8,54,52,4.5,Clear,83,4,6.1,05:40 Ayuk,05:01 Nungthil,Good,No,14-07-2023,09-01-2025
WT000776,MP065,2025,8,August,Monsoon,27.2,17.8,31.9,80,220,8.1,Heavy Rain,116,10,5.7,04:31 Ayuk,07:10 Nungthil,Poor,Flood Warning,18-07-2024,23-09-2026
WT000321,MP027,2024,9,September,Monsoon,23.5,14.7,29.4,80,124.5,7.2,Rainy,65,8,2.5,04:35 Ayuk,06:04 Nungthil,Poor,No,16-06-2023,19-07-2025
WT000706,MP059,2023,10,October,Autumn,21.1,12,27.9,67,9.6,4.5,Cloudy,64,9,9.9,05:54 Ayuk,06:42 Nungthil,Good,No,11-09-2023,04-02-2026
WT000768,MP064,2023,12,December,Winter,13.8,5.8,20.8,64,24.4,6.5,Windy,72,6,11.2,04:34 Ayuk,07:57 Nungthil,Excellent,No,02-12-2024,03-10-2025
WT000575,MP048,2023,11,November,Autumn,18,9.1,26.2,66,9.9,3.7,Partly Cloudy,125,9,4.3,05:11 Ayuk,07:34 Nungthil,Good,No,11-08-2024,22-10-2026
WT000205,MP018,2024,1,January,Winter,15.5,7.7,23,74,0,8.6,Rainy,147,5,7.2,05:15 Ayuk,05:18 Nungthil,Excellent,No,05-02-2025,04-04-2026
WT000291,MP025,2025,3,March,Spring,19.1,10.6,28.6,59,45.9,4.7,Rainy,95,9,3.1,04:43 Ayuk,07:03 Nungthil,Good,No,10-11-2025,22-10-2025
WT000087,MP008,2025,3,March,Spring,21,9.5,28.4,54,48.3,4.1,Rainy,84,7,8.7,06:14 Ayuk,05:56 Nungthil,Good,No,05-12-2023,20-09-2026
WT000642,MP054,2024,6,June,Summer,26.8,17.5,33.6,81,169.6,9.4,Foggy,98,4,3.4,05:50 Ayuk,07:13 Nungthil,Moderate,No,25-06-2025,18-12-2026
WT000277,MP024,2023,1,January,Winter,15.5,8.8,23.2,60,9.2,6.3,Sunny,113,8,10.7,04:06 Ayuk,07:04 Nungthil,Excellent,No,08-03-2025,07-04-2025
WT000121,MP011,2024,1,January,Winter,14.7,7.9,23.4,65,13.6,7.7,Rainy,114,6,7.7,06:37 Ayuk,07:18 Nungthil,Excellent,No,15-07-2024,24-04-2026
WT000828,MP069,2023,12,December,Winter,14,7.1,19.7,60,0,4.6,Sunny,97,3,6.8,04:48 Ayuk,06:18 Nungthil,Excellent,No,24-06-2024,02-07-2026
WT000373,MP032,2023,1,January,Winter,16.3,7.4,21.7,65,24.7,8,Clear,125,4,3.5,06:28 Ayuk,05:34 Nungthil,Excellent,No,13-06-2023,20-11-2026
WT000612,MP051,2024,12,December,Winter,14.7,8.2,22,74,40.7,6.2,Partly Cloudy,114,8,10,06:15 Ayuk,05:30 Nungthil,Excellent,No,10-03-2023,08-07-2025
WT000644,MP054,2023,8,August,Monsoon,26.8,15.5,30.9,88,220.8,8.7,Partly Cloudy,50,5,11.1,04:08 Ayuk,06:47 Nungthil,Poor,Flood Warning,19-12-2025,11-06-2025
WT000500,MP042,2024,8,August,monson,27.1,16.8,30.9,90,196.3,7.1,Sunny,114,9,8.7,04:58 Ayuk,05:52 Nungthil,Poor,Heavy Rain Alert,18-10-2023,10-05-2025
WT000218,MP019,2025,2,February,Winter,16.7,8.8,24.3,69,33,6.9,Foggy,53,9,8,05:13 Ayuk,05:07 Nungthil,Excellent,No,10-07-2025,24-04-2025
WT000715,MP060,2023,7,July,Monsoon,26.9,15.9,32.7,75,267.3,8.2,Rainy,99,4,4.4,05:54 Ayuk,05:37 Nungthil,Poor,Flood Warning,14-09-2023,13-05-2026
WT000378,MP032,2025,6,June,Summer,27.2,16.9,32.8,87,176.3,9.9,Sunny,94,4,9.5,04:59 Ayuk,05:47 Nungthil,Moderate,Heavy Rain Alert,21-09-2024,20-09-2026
WT000499,MP042,2024,7,July,Monsoon,25.7,17.6,31.7,88,252.1,9,Windy,64,10,9.8,05:36 Ayuk,06:08 Nungthil,Poor,Flood Warning,16-12-2025,24-02-2026
WT000447,MP038,2023,3,March,Spring,20.8,12,29.2,55,58.9,4.8,Foggy,102,9,9.3,04:35 Ayuk,06:52 Nungthil,Good,No,10-10-2023,20-07-2026
WT000699,MP059,2023,3,March,Spring,21.1,11.2,29.1,66,2.7,4.8,Foggy,61,6,7.4,06:45 Ayuk,06:22 Nungthil,Good,No,02-02-2024,11-07-2025
WT000457,MP039,2023,1,January,Winter,14.1,7.2,21.4,67,18.2,7.7,Sunny,89,6,2.9,05:24 Ayuk,07:11 Nungthil,Excellent,No,12-05-2023,10-10-2025
WT000024,MP002,2025,12,December,Winter,13.6,8.3,20,76,33.2,3.7,Heavy Rain,59,7,10.6,05:32 Ayuk,05:31 Nungthil,Excellent,No,11-07-2023,20-06-2026
WT000275,MP023,2023,11,November ,Autumn,18.1,11.4,26,72,55.9,5.4,Clear ,94,7,6.6,05:31 Ayuk,05:52 Nungthil,Good,No,21-05-2024,09-05-2026
WT000093,MP008,2025,9,September,Monsoon,26.1,14.6,30.7,73,105.5,6.6,Cloudy,122,6,8.4,06:32 Ayuk,07:32 Nungthil,Poor,No,10-09-2025,14-06-2026
WT000003,MP001,2024,3,March,Spring,19.2,12.3,28.8,56,29.1,6.5,Clear,112,10,7.7,05:18 Ayuk,05:40 Nungthil,Good,No,18-09-2023,19-07-2026
WT000173,MP015,2025,5,May,Summer,27.1,15.9,32,64,46.2,6.2,Sunny,63,3,9.8,06:04 Ayuk,07:17 Nungthil,Moderate,No,22-05-2024,11-03-2026
WT000483,MP041,2023,3,March,Spring,21.4,11.4,27.6,62,27.2,5.7,Heavy Rain,51,8,4.3,06:51 Ayuk,05:34 Nungthil,Good,No,23-07-2025,23-08-2025
WT000425,MP036,2023,5,May,Summer,24.6,15.8,32.3,75,65.5,7.5,Foggy,84,6,9.4,05:25 Ayuk,07:02 Nungthil,Moderate,No,22-10-2023,15-11-2025
WT000366,MP031,2024,6,June,Summer,27.9,17.8,33.8,70,172.3,9.9,Clear,92,3,7.1,04:51 Ayuk,05:42 Nungthil,Moderate,Flood Warning,15-05-2025,10-07-2026
WT000475,MP040,2025,7,July,Monsoon,27.1,18.4,33.1,77,265.6,9.5,Sunny,130,4,5.9,05:35 Ayuk,07:08 Nungthil,Poor,Flood Warning,05-12-2023,08-08-2025
WT000660,MP055,2024,12,December,Winter,14.9,6.6,22.1,74,50.2,6.9,Foggy,91,3,9.6,06:46 Ayuk,06:41 Nungthil,Excellent,No,23-10-2023,21-03-2025
WT000451,MP038,2025,7,July,Monsoon,25.5,16.2,33.1,93,242.2,8.9,Partly Cloudy,105,9,9.6,04:06 Ayuk,07:22 Nungthil,Poor,Flood Warning,07-01-2024,25-07-2026
WT000777,MP065,2024,9,September,Monsoon,24,14.3,30.6,84,91.6,6.9,Cloudy,79,3,4.2,05:16 Ayuk,05:13 Nungthil,Moderate,No,20-08-2023,22-05-2026
WT000708,MP059,2023,12,December,Winter,14.6,6.6,19.8,72,0,5.9,Windy,148,7,11.3,06:57 Ayuk,06:50 Nungthil,Excellent,No,17-02-2025,22-11-2026
WT000618,MP052,2025,6,June,Summer,25.9,17.9,33.9,85,198.6,9.4,Windy,81,8,7.1,06:34 Ayuk,07:43 Nungthil,Moderate,No,02-05-2025,23-07-2026
WT000466,MP039,2023,10,October,Autumn,22.9,12.4,27.1,66,47.2,5.5,Foggy,70,6,10.5,04:59 Ayuk,07:32 Nungthil,Good,No,16-02-2023,07-10-2026
WT000568,MP048,2024,4,April,Spring,23.9,15.3,30.7,65,49.2,6.2,Partly Cloudy,139,4,10.4,06:31 Ayuk,06:33 Nungthil,Good,No,06-11-2024,05-11-2026
WT000066,MP006,2023,6,June,Summer,25.6,16.7,35.1,75,184.3,7.4,Foggy,136,6,6.5,05:15 Ayuk,06:41 Nungthil,Moderate,Flood Warning,22-06-2023,05-03-2025
WT000007,MP001,2023,7,July,Monsoon,27.9,17.7,32.1,80,222.7,6.6,Cloudy,79,10,10,04:51 Ayuk,06:55 Nungthil,Poor,Flood Warning,10-10-2023,02-09-2026
WT000435,MP037,2025,3,March,Spring,19.5,11,29.2,57,38.7,6.4,Cloudy,79,3,11.1,06:29 Ayuk,06:51 Nungthil,Good,No,01-03-2025,25-09-2026
WT000311,MP026,2025,11,November,Autumn,17.9,11.1,25.3,72,47.9,2.9,Cloudy,106,4,4.6,06:37 Ayuk,05:10 Nungthil,Good,No,03-08-2025,23-06-2026
WT000213,MP018,2023,9,September,Monsoon,25.2,14.6,29.7,75,100.2,6.9,Cloudy,72,8,8.8,05:22 Ayuk,06:21 Nungthil,Poor,No,15-03-2023,19-12-2026
WT000050,MP005,2024,2,February,Winter,14.7,9.5,23.8,69,51.6,6.4,Rainy,100,6,7.3,05:17 Ayuk,05:29 Nungthil,Excellent,No,06-02-2023,09-12-2025
WT000770,MP065,2024,2,February,Winter,15.2,7.8,24.9,58,25.7,4.7,Partly Cloudy,57,4,4.2,05:41 Ayuk,06:22 Nungthil,Excellent,No,06-05-2023,15-07-2026
WT000356,MP030,2025,8,August,Monsoon,25.6,15.5,30.4,92,182.1,6.9,Partly Cloudy,115,3,11.9,04:53 Ayuk,06:27 Nungthil,Poor,Flood Warning,11-09-2023,17-10-2026
WT000183,MP016,2025,3,March,Spring,20.2,10.8,26.9,67,46.8,6.7,Rainy,92,10,6.9,04:08 Ayuk,06:40 Nungthil,Good,No,15-01-2023,02-02-2026
WT000615,MP052,2024,3,March,Spring,19.1,10.9,28.1,59,45,6.2,Clear,86,4,2.6,05:29 Ayuk,05:10 Nungthil,Good,No,04-01-2025,15-11-2025
WT000392,MP033,2024,8,August,Monsoon,26.7,16.8,31.2,90,177.8,7.6,Windy,70,8,2.1,04:35 Ayuk,05:00 Nungthil,Poor,Flood Warning,23-07-2024,08-11-2025
WT000089,MP008,2023,5,May,Summer,26.3,16.5,31.6,79,78.9,6,Rainy,75,8,4.2,04:01 Ayuk,06:30 Nungthil,Moderate,No,15-02-2023,03-01-2026
WT000650,MP055,2024,2,February,Winter,17.4,10.2,23.9,73,6.5,4.2,Partly Cloudy,129,8,10,04:58 Ayuk,07:10 Nungthil,Excellent,No,08-10-2024,02-11-2025
WT000430,MP036,2023,10,October,Autumn,22,13.7,28.8,78,10.7,3.9,Rainy,53,8,7.3,04:30 Ayuk,05:53 Nungthil,Good,No,18-03-2025,11-10-2025
WT000485,MP041,2023,5,May,Summer,25.9,16.2,33.6,68,35.9,8.5,,107,5,6.1,04:39 Ayuk,05:34 Nungthil,Moderate,,21-03-2024,14-09-2025
WT000611,MP051,2025,11,November,Autumn,18.6,10.8,24.7,68,0,3.9,Heavy Rain,89,3,2.6,05:43 Ayuk,06:11 Nungthil,Good,No,20-04-2024,08-06-2025
WT000021,MP002,2025,9,September,Monsoon,25.1,15.8,28.9,71,158.2,5.7,Foggy,89,4,7.1,06:37 Ayuk,07:58 Nungthil,Poor,No,06-05-2023,06-01-2026
WT000779,MP065,2023,11,November,Autumn,17,10.9,26.1,68,0,3.5,Windy,63,4,4.1,05:01 Ayuk,06:56 Nungthil,Good,No,07-04-2025,23-02-2026
WT000192,MP016,2025,12,December,Winter,15.5,6.2,21.7,68,0,5.1,Cloudy,133,7,7.8,06:50 Ayuk,07:37 Nungthil,Excellent,No,12-11-2023,25-04-2025
WT000005,MP001,2024,5,May,Summer,25,17.1,34.2,67,109.7,5.3,,134,3,5.4,06:52 Ayuk,07:29 Nungthil,Moderate,,12-03-2025,19-02-2025
WT000785,MP066,2024,5,May,Summer,25.9,15.7,33.7,76,75,7.2,Windy,122,7,5.7,06:54 Ayuk,07:55 Nungthil,Moderate,No,03-05-2025,03-09-2025
WT000648,MP054,2023,12,December,Winter,13.5,6.5,21.4,60,30.6,3.6,Sunny,87,7,10.3,06:09 Ayuk,06:53 Nungthil,Excellent,No,03-12-2024,12-05-2026
WT000506,MP043,2025,2,February,Winter,14.9,9.8,24,55,23,7.5,Rainy,92,6,9.2,06:03 Ayuk,07:17 Nungthil,Excellent,No,09-02-2024,19-07-2025
WT000130,MP011,2024,10,October,Autumn,22.9,12.4,29.1,64,56.5,3.3,,74,6,8.6,06:03 Ayuk,06:22 Nungthil,Good,,04-02-2024,23-12-2025
WT000395,MP033,2025,11,November ,Autumn,16.7,10.7,25.1,63,6,4.7,Rainy ,72,10,9.7,05:04 Ayuk,06:57 Nungthil,Good,No,16-07-2024,22-02-2026
WT000168,MP014,2024,12,December,Winter,14.1,5.6,19.6,64,38.7,3.2,Heavy Rain,68,4,9.1,04:39 Ayuk,07:38 Nungthil,Excellent,No,20-01-2024,02-12-2025
WT000830,MP070,2025,2,February,Winter,15.2,8.6,25.5,58,9.4,6,Windy,108,6,7.6,05:44 Ayuk,07:07 Nungthil,Excellent,No,07-07-2023,14-05-2025
WT000232,MP020,2024,4,April,Spring,22.9,13.5,30.3,53,42.9,7.5,Heavy Rain,96,4,4,04:21 Ayuk,06:03 Nungthil,Good,No,09-10-2025,15-06-2026
WT000493,MP042,2024,1,January,Winter,13.8,8.1,21.7,72,41.3,8.9,Partly Cloudy,141,8,6.5,06:00 Ayuk,07:38 Nungthil,Excellent,No,06-04-2023,01-03-2025
WT000018,MP002,2023,6,June,Summer,25.6,16.9,34,74,142.3,9.3,Heavy Rain,88,6,2.2,05:23 Ayuk,06:10 Nungthil,Moderate,No,07-10-2023,21-01-2026
WT000709,MP060,2025,1,January,Winter,14.9,7.8,21,68,34.9,8.4,Heavy Rain,129,5,2.1,04:51 Ayuk,07:19 Nungthil,Excellent,No,12-04-2023,05-07-2026
WT000593,MP050,2025,5,May,Summer,27.5,15.6,33.6,69,35.7,5.2,Clear,138,7,3.1,04:20 Ayuk,07:53 Nungthil,Moderate,No,05-03-2023,19-10-2026
WT000596,MP050,2025,8,August,Monsoon,24.7,15.8,32.4,92,220.9,9.7,Foggy,67,3,4.9,04:39 Ayuk,07:56 Nungthil,Poor,Flood Warning,18-12-2025,19-11-2025
