Record_ID,Place_ID,Year,Month_Number,Month_Name,Season,Domestic_Visitors,Foreign_Visitors,Total_Visitors,Male_Visitors,Female_Visitors,Children_Visitors,Senior_Citizen_Visitors,Student_Visitors,Group_Visitors,Solo_Visitors,Average_Visit_Duration_Hours,Average_Spending_INR,Weather_Condition,Special_Event,Festival_Season,Visitor_Satisfaction,Revenue_INR,Growth_Percentage,Remarks,Created_Date,Updated_Date
VS000535,MP045,2025,7,July,Monsoon,5058,484,5542,2727,2815,426,419,810,1588,3954,3,503.85,Cloudy,No,No,4.1,2792336.7,-13.9,Monsoon Season,12-07-2024,03-06-2025
VS000536,MP045,2025,8,August,Monsoon,5338,425,5763,2845,2918,677,556,698,1637,4126,1.9,566.8,Sunny,Yes,No,4,3266468.4,7.3,Heavy Rain,11-06-2025,05-05-2025
VS000537,MP045,2024,9,September,Monsoon,6921,394,7315,3469,3846,626,568,1084,2407,4908,4.9,931.26,Foggy,Yes,No,4.2,6812166.9,-19.9,Normal Traffic,19-11-2023,02-11-2025
VS000538,MP045,2025,10,October,Autumn,10695,383,11078,5369,5709,851,1061,1217,2812,8266,4,1144.69,Clear,No,No,4.4,12680875.82,29.4,Off Season,17-05-2023,12-01-2025
VS000539,MP045,2023,11,November,Autumn,9836,1287,11123,5549,5574,821,998,1146,3323,7800,3,1178.4,Sunny,Yes,Yes,3.9,13107343.2,16.7,Rain Affected,11-01-2025,08-09-2025
VS000540,MP045,2025,12,December,Winter,16737,938,17675,8120,9555,1894,900,1650,5466,12209,2.6,734.7,Windy,Yes,No,4.6,12985822.5,-8.4,Peak Season,18-04-2024,24-04-2025
VS000541,MP046,2024,1,January,Winter,13498,1148,14646,6720,7926,1386,585,1873,4077,10569,5.1,557.98,Cloudy,No,No,4,8172175.08,2.4,Peak Season,06-05-2024,04-10-2025
VS000542,MP046,2025,2,February,Winter,14350,2095,16445,8287,8158,866,1104,1854,5973,10472,3.4,1147.49,Foggy,Yes,No,4.8,18870473.05,14.9,Normal Traffic,03-08-2024,16-03-2025
VS000543,MP046,2025,3,March,Spring,10353,686,11039,5473,5566,1115,708,1196,3626,7413,3.4,570.62,Rainy,Yes,Yes,4.2,6299074.18,12.3,Off Season,12-03-2025,06-11-2025
VS000544,MP046,2024,4,April,Spring,11088,481,11569,5467,6102,950,1003,1241,4102,7467,5.8,480.77,Foggy,Yes,Yes,4.1,5562028.13,-6,Holiday Rush,17-10-2025,23-04-2025
VS000545,MP046,2024,5,May,Summer,7276,872,8148,4451,3697,716,726,1080,2911,5237,2.2,856.99,Foggy,Yes,No,4.3,6982754.52,15.4,Off Season,20-10-2023,23-01-2025
VS000546,MP046,2024,6,June,Summer,5545,143,5688,2924,2764,536,353,578,1480,4208,2.1,1114.78,Cloudy,Yes,No,3.9,6340868.64,14,Festival Crowd,12-02-2024,21-12-2025
VS000547,MP046,2024,7,July,Monsoon,5057,189,5246,2390,2856,612,378,640,2076,3170,4.8,678.04,Clear,Yes,No,4.3,3556997.84,17.2,Rain Affected,07-05-2024,09-11-2025
VS000548,MP046,2024,8,August,Monsoon,5906,752,6658,3062,3596,602,478,822,2044,4614,5.4,980.61,Clear,Yes,No,4.9,6528901.38,27.6,Monsoon Season,01-07-2024,13-11-2025
VS000549,MP046,2023,9,September,Monsoon,5831,760,6591,3580,3011,416,277,553,2496,4095,3.5,1165.64,Clear,Yes,No,4,7682733.24,-15.7,Peak Season,09-09-2023,03-04-2025
VS000550,MP046,2023,10,October,Autumn,8795,1058,9853,4707,5146,749,451,834,3213,6640,2.6,848.93,Rainy,No,No,4.8,8364507.29,-12.4,Festival Crowd,16-04-2025,08-07-2025
VS000551,MP046,2023,11,November,Autumn,14296,1792,16088,7331,8757,1130,1119,2138,4950,11138,3,932.77,Clear,No,No,4.4,15006403.76,1.9,Weekend Rush,16-06-2024,23-02-2025
VS000552,MP046,2023,12,December,Winter,16920,1261,18181,9028,9153,957,841,2339,6525,11656,5.4,844.17,Clear,Yes,No,3.9,15347854.77,28.9,New Year Rush,15-01-2025,15-05-2025
VS000553,MP047,2024,1,January,Winter,16437,2202,18639,9370,9269,1807,1380,2692,7170,11469,2.7,901.56,Rainy,No,No,4.4,16804176.84,-15,Peak Season,19-06-2025,08-01-2025
VS000554,MP047,2024,2,February,Winter,10864,1301,12165,5720,6445,1149,1090,1653,4787,7378,3,943,Foggy,No,No,3.9,11471595,23.7,Normal Traffic,05-12-2025,11-10-2025
VS000555,MP047,2024,3,March,Spring,11855,257,12112,5676,6436,1147,981,1725,3342,8770,2.8,1191.59,Cloudy,Yes,No,3.9,14432538.08,23.2,Festival Crowd,16-10-2023,06-01-2025
VS000556,MP047,2024,4,April,Spring,10132,665,10797,5881,4916,950,494,1586,3655,7142,5.9,1091.79,Sunny,No,Yes,4.1,11788056.63,-7.9,Off Season,04-04-2023,11-08-2025
VS000557,MP047,2025,5,May,Summer,7553,677,8230,4089,4141,476,805,1134,2690,5540,5.8,599.1,Windy,Yes,No,4.2,4930593,33,Holiday Rush,15-11-2023,01-10-2025
VS000558,MP047,2023,6,June,Summer,6145,253,6398,2965,3433,603,268,919,2075,4323,4.3,592.24,Windy,Yes,No,4.7,3789151.52,26.2,Normal Traffic,10-05-2023,05-09-2025
VS000559,MP047,2023,7,July,Monsoon,5818,313,6131,3246,2885,582,373,875,2048,4083,2.8,930.55,Cloudy,No,No,4.7,5705202.05,34.8,Heavy Rain,22-11-2025,06-06-2025
VS000560,MP047,2023,8,August,Monsoon,4679,242,4921,2474,2447,340,486,624,1403,3518,5.3,994.17,Foggy,Yes,No,4,4892310.57,0.3,Monsoon Season,14-12-2024,06-07-2025
VS000561,MP047,2024,9,September,Monsoon,5972,810,6782,3392,3390,436,276,698,2070,4712,5.2,482.66,Rainy,No,No,4.8,3273400.12,-9.9,Weekend Rush,15-10-2023,08-10-2025
VS000562,MP047,2024,10,October,Autumn,8902,1174,10076,4539,5537,1073,981,1417,4021,6055,5.1,410.31,Rainy,Yes,Yes,4.1,4134283.56,-5.4,Peak Season,24-02-2023,17-03-2025
VS000563,MP047,2025,11,November,Autumn,10046,1043,11089,5718,5371,982,576,1226,3002,8087,5.4,601.43,Windy,Yes,No,4.3,6669257.27,0.4,Normal Traffic,06-04-2024,24-11-2025
VS000564,MP047,2023,12,December,Winter,15235,1494,16729,8183,8546,1688,1565,2466,4879,11850,2.8,691.81,Foggy,No,No,4.8,11573289.49,32.5,Peak Season,12-07-2023,02-07-2025
VS000565,MP048,2024,1,January,Winter,12767,557,13324,6721,6603,801,1017,1460,5206,8118,5.7,532.38,Clear,No,No,4,7093431.12,31.3,Winter Vacation,24-11-2024,16-03-2025
VS000566,MP048,2024,2,February,Winter,12168,738,12906,6628,6278,1136,1054,1112,3885,9021,1.8,955.69,Windy,No,No,4,12334135.14,13.3,Rain Affected,12-04-2023,03-10-2025
VS000567,MP048,2024,3,March,Spring,10642,1574,12216,6577,5639,1157,1132,1553,4239,7977,3,696.63,Clear,No,No,4.5,8510032.08,0,Festival Crowd,17-01-2025,21-07-2025
VS000568,MP048,2023,4,April,Spring,11470,1412,12882,6640,6242,1483,992,1571,3710,9172,4.3,1184.6,Windy,Yes,Yes,4.5,15260017.2,-3.6,Normal Traffic,12-06-2025,15-04-2025
VS000569,MP048,2025,5,May,Summer,6014,579,6593,3121,3472,463,275,723,2295,4298,2.7,866.01,Foggy,Yes,No,4.1,5709603.93,-1.6,Weekend Rush,18-07-2023,21-12-2025
VS000570,MP048,2025,6,June,Summer,6520,434,6954,3643,3311,763,594,682,2341,4613,5.3,454.73,Windy,No,No,4,3162192.42,15.2,Weekend Rush,16-03-2024,01-03-2025
VS000571,MP048,2024,7,July,Monsoon,4095,469,4564,2163,2401,477,393,379,1197,3367,5.9,826.57,Rainy,Yes,No,3.8,3772465.48,8.1,Rain Affected,12-06-2023,14-10-2025
VS000572,MP048,2025,8,August,Monsoon,5538,394,5932,3140,2792,299,276,881,1595,4337,2.7,811.35,Foggy,No,No,4.5,4812928.2,-1.9,Rain Affected,20-08-2023,16-08-2025
VS000573,MP048,2024,9,September,Monsoon,6690,555,7245,3602,3643,484,649,657,2231,5014,2.1,534.91,Cloudy,No,No,4,3875422.95,-18.3,Peak Season,07-05-2023,03-10-2025
VS000574,MP048,2023,10,October,Autumn,11722,589,12311,6385,5926,790,563,1157,3778,8533,2.4,482.21,Clear,Yes,No,4.7,5936487.31,-1.6,Off Season,11-08-2024,23-09-2025
VS000575,MP048,2023,11,November,Autumn,10727,701,11428,5902,5526,1212,891,1154,2893,8535,2.1,523.71,Clear,No,Yes,4.3,5984957.88,4.3,Weekend Rush,01-05-2023,11-07-2025
VS000576,MP048,2023,12,December,Winter,15141,2171,17312,7817,9495,1309,849,1440,6890,10422,5,889.92,Windy,Yes,No,3.8,15406295.04,-14.1,Winter Vacation,04-08-2023,08-04-2025
VS000577,MP049,2023,1,January,Winter,15904,1146,17050,8024,9026,1115,1084,2510,4832,12218,2.6,877.34,Cloudy,Yes,No,4.4,14958647,34.4,Winter Vacation,11-05-2023,05-07-2025
VS000578,MP049,2023,2,February,Winter,12054,1614,13668,6279,7389,1120,943,1886,3889,9779,4.3,556.74,Windy,No,No,4.8,7609522.32,24.4,Peak Season,07-10-2024,05-10-2025
VS000579,MP049,2024,3,March,Spring,12443,1759,14202,7427,6775,1574,835,2102,4406,9796,2.6,685.69,Clear,No,No,4,9738169.38,-1.4,Weekend Rush,04-01-2023,08-04-2025
VS000580,MP049,2024,4,April,Spring,10957,652,11609,5469,6140,874,712,1320,3886,7723,5.5,413.82,Sunny,Yes,Yes,4.4,4804036.38,-16.8,Weekend Rush,18-09-2025,06-10-2025
VS000581,MP049,2025,5,May,Summer,7984,459,8443,4226,4217,902,632,1026,3093,5350,2.9,730.86,Cloudy,Yes,No,4.6,6170650.98,-11.5,Festival Crowd,19-11-2023,06-11-2025
VS000582,MP049,2023,6,June,Summer,7038,195,7233,3958,3275,658,637,975,1935,5298,2.5,783.69,Cloudy,No,No,4.7,5668429.77,3.5,Off Season,09-03-2025,17-02-2025
VS000583,MP049,2023,7,July,Monsoon,4432,112,4544,2462,2082,313,323,423,1299,3245,5.2,498.28,Rainy,No,No,3.8,2264184.32,24.9,Rain Affected,06-01-2023,13-04-2025
VS000584,MP049,2023,8,August,Monsoon,5090,262,5352,2718,2634,278,467,752,1987,3365,4.2,704.45,Rainy,Yes,No,3.9,3770216.4,-0.6,Rain Affected,11-07-2024,04-02-2025
VS000585,MP049,2023,9,September,Monsoon,5426,561,5987,3054,2933,460,410,547,1770,4217,5.9,520.58,Foggy,No,No,4.3,3116712.46,12.6,Festival Crowd,08-11-2023,06-11-2025
VS000586,MP049,2025,10,October,Autumn,11103,1609,12712,6720,5992,1151,909,1385,3843,8869,2.6,738.47,Windy,No,No,4.3,9387430.64,30.1,Rain Affected,24-05-2025,09-10-2025
VS000587,MP049,2024,11,November,Autumn,14000,890,14890,8010,6880,1122,1456,1823,4317,10573,2.4,1183.78,Rainy,Yes,No,4.3,17626484.2,-8.7,Peak Season,21-06-2025,13-04-2025
VS000588,MP049,2025,12,December,Winter,17157,1510,18667,9373,9294,2087,1060,2175,6738,11929,2,930.28,Clear,No,No,3.9,17365536.76,20.1,New Year Rush,04-01-2024,25-01-2025
VS000589,MP050,2024,1,January,Winter,15968,1549,17517,8330,9187,1614,1688,2284,6810,10707,5.7,1108.56,Cloudy,Yes,No,4,19418645.52,19.3,New Year Rush,19-09-2024,24-12-2025
VS000590,MP050,2023,2,February,Winter,10878,737,11615,5962,5653,1131,920,1591,4381,7234,3.2,607.86,Cloudy,Yes,No,3.8,7060293.9,30.9,Rain Affected,20-11-2024,15-03-2025
VS000591,MP050,2024,3,March,Spring,11413,958,12371,6177,6194,1367,1201,1478,3146,9225,4.5,502.53,Sunny,No,Yes,4.6,6216798.63,31.5,Holiday Rush,04-03-2023,17-08-2025
VS000592,MP050,2025,4,April,Spring,8948,1296,10244,4950,5294,875,587,880,2867,7377,3.1,1062.3,Foggy,No,Yes,3.8,10882201.2,31.9,Rain Affected,12-03-2024,22-05-2025
VS000593,MP050,2023,5,May,Summer,7700,355,8055,4210,3845,576,779,815,2592,5463,4.5,802.9,Clear,Yes,No,4.4,6467359.5,3,Rain Affected,10-05-2025,08-08-2025
VS000594,MP050,2023,6,June,Summer,6815,695,7510,3713,3797,510,573,639,2768,4742,3.9,519.96,Rainy,No,No,4.6,3904899.6,-11,Holiday Rush,10-08-2023,16-03-2025
VS000595,MP050,2025,7,July,Monsoon,5180,483,5663,2728,2935,617,502,459,1498,4165,2.5,888.27,Rainy,No,No,4.2,5030273.01,0.8,Rain Affected,21-05-2025,07-12-2025
VS000596,MP050,2024,8,August,Monsoon,5362,249,5611,2725,2886,405,559,760,2235,3376,4.3,715.92,Sunny,No,No,3.9,4017027.12,11.4,Rain Affected,05-08-2024,24-11-2025
VS000597,MP050,2025,9,September,Monsoon,6895,896,7791,3716,4075,497,654,753,2014,5777,1.9,952.01,Clear,Yes,No,4.8,7417109.91,25.9,Off Season,15-02-2023,20-01-2025
VS000598,MP050,2024,10,October,Autumn,8779,916,9695,5071,4624,695,792,1379,3067,6628,3.9,1171.81,Cloudy,Yes,No,4.3,11360697.95,29.8,Weekend Rush,02-01-2024,09-09-2025
VS000599,MP050,2025,11,November,Autumn,10862,1404,12266,6731,5535,748,876,1474,4088,8178,3.8,658.48,Cloudy,No,No,4.1,8076915.68,24.6,Off Season,01-05-2023,08-05-2025
VS000600,MP050,2025,12,December,Winter,13899,2053,15952,8307,7645,1559,791,1879,5726,10226,3.9,628.91,Clear,Yes,No,3.9,10032372.32,-5.4,New Year Rush,03-11-2025,03-04-2025
VS000601,MP051,2023,1,January,Winter,4860,647,5507,2734,2773,470,373,500,1718,3789,5.3,1018.06,Cloudy,No,No,3.9,5606456.42,3.2,Peak Season,25-11-2023,10-07-2025
VS000602,MP051,2024,2,February,Winter,3954,128,4082,2111,1971,359,342,431,1392,2690,2.9,475.62,Foggy,Yes,No,4.9,1941480.84,-15.7,Weekend Rush,16-10-2024,18-12-2025
VS000603,MP051,2023,3,March,Spring,3028,430,3458,1572,1886,205,180,341,1286,2172,4,696.24,Sunny,No,No,4.5,2407597.92,10.8,Festival Crowd,04-04-2025,12-05-2025
VS000604,MP051,2024,4,April,Spring,3383,332,3715,1699,2016,312,347,479,1161,2554,1.9,697.99,Foggy,Yes,No,4.7,2593032.85,0,Off Season,13-02-2024,06-01-2025
VS000605,MP051,2023,5,May,Summer,1952,124,2076,1060,1016,176,171,193,622,1454,5.4,424.38,Sunny,No,No,4.2,881012.88,-18.1,Rain Affected,18-03-2025,20-02-2025
VS000606,MP051,2025,6,June,Summer,1661,57,1718,902,816,152,129,169,563,1155,5.1,1064.22,Rainy,No,No,4.8,1828329.96,17.2,Off Season,12-03-2024,25-02-2025
VS000607,MP051,2025,7,July,Monsoon,1244,171,1415,728,687,125,59,187,361,1054,2.3,532.01,,No,No,4.6,752794.15,-17.7,Heavy Rain,06-04-2023,07-04-2025
VS000608,MP051,2023,8,August,Monsoon,1214,47,1261,690,571,83,74,108,326,935,5.3,624.57,Clear,Yes,No,4.9,787582.77,30.5,Rain Affected,14-11-2025,11-06-2025
VS000609,MP051,2025,9,September,Monsoon,1920,90,2010,995,1015,107,161,175,748,1262,4.8,578.37,Clear,Yes,No,4.1,1162523.7,12.5,Rain Affected,13-08-2023,14-12-2025
VS000610,MP051,2025,10,October,Autumn,3045,90,3135,1696,1439,211,298,286,874,2261,5,871.18,Foggy,No,No,4.1,2731149.3,5.2,Festival Crowd,24-12-2023,06-09-2025
VS000611,MP051,2023,11,November,Autumn,3493,422,3915,1769,2146,306,363,526,1442,2473,4.1,1032.95,Windy,Yes,No,3.9,4043999.25,32.6,Normal Traffic,20-01-2025,05-04-2025
VS000612,MP051,2024,12,December,Winter,4476,562,5038,2386,2652,254,235,685,1667,3371,2.4,443.85,Sunny,No,No,3.8,2236116.3,21.2,Peak Season,13-01-2024,11-04-2025
VS000613,MP052,2025,1,January,Winter,4053,502,4555,2476,2079,306,292,632,1543,3012,5,627.37,Clear,Yes,No,4.7,2857670.35,10,Winter Vacation,08-03-2024,22-10-2025
VS000614,MP052,2025,2,February,Winter,4636,170,4806,2395,2411,347,289,622,1592,3214,4.8,1047.41,Windy,No,No,4.9,5033852.46,17.9,Weekend Rush,16-05-2024,07-12-2025
VS000615,MP052,2023,3,March,Spring,3434,246,3680,1964,1716,191,351,361,1318,2362,3.8,769.47,Rainy,Yes,No,4.2,2831649.6,14.7,Off Season,05-11-2025,02-06-2025
VS000616,MP052,2025,4,April,Spring,3590,511,4101,2021,2080,420,179,424,1523,2578,2.3,1198.96,Foggy,No,No,4.1,4916934.96,3.2,Weekend Rush,01-04-2024,01-06-2025
VS000617,MP052,2023,5,May,Summer,1766,154,1920,1008,912,150,178,257,659,1261,3.3,802.02,Sunny,No,No,4,1539878.4,33.7,Festival Crowd,01-11-2025,18-11-2025
VS000618,MP052,2024,6,June,Summer,1532,186,1718,791,927,182,154,150,568,1150,2.4,447.63,Cloudy,Yes,No,4.2,769028.34,-9.4,Rain Affected,12-05-2024,14-07-2025
VS000619,MP052,2024,7,July,Monsoon,1592,200,1792,886,906,176,143,169,457,1335,2.8,1014.16,Foggy,No,No,4,1817374.72,18.7,Monsoon Season,12-10-2024,10-07-2025
VS000620,MP052,2024,8,August,Monsoon,1478,76,1554,713,841,184,153,162,609,945,4.6,573.24,Foggy,Yes,No,4,890814.96,-6.7,Monsoon Season,17-05-2024,19-02-2025
VS000621,MP052,2024,9,September,Monsoon,1692,221,1913,875,1038,189,176,183,665,1248,2.6,1189.51,Rainy,No,No,4.8,2275532.63,-7.1,Off Season,08-12-2023,06-10-2025
VS000622,MP052,2023,10,October,Autumn,3271,89,3360,1597,1763,231,217,469,1213,2147,5.4,657.38,Windy,Yes,Yes,4.3,2208796.8,17.3,Weekend Rush,10-07-2025,05-04-2025
VS000623,MP052,2024,11,November,Autumn,3491,403,3894,1829,2065,446,317,401,1398,2496,2.5,1148.21,Sunny,No,No,3.8,4471129.74,28.5,Peak Season,17-03-2025,23-09-2025
VS000624,MP052,2023,12,December,Winter,4479,356,4835,2494,2341,493,418,408,1340,3495,3.8,677.73,Sunny,No,No,3.9,3276824.55,16.6,Peak Season,06-12-2023,01-01-2025
VS000625,MP053,2024,1,January,Winter,4693,144,4837,2249,2588,562,238,673,1899,2938,2,1143.79,Windy,No,No,4.3,5532512.23,14.5,Peak Season,06-04-2023,09-11-2025
VS000626,MP053,2025,2,February,Winter,4311,550,4861,2437,2424,543,274,610,1615,3246,2.9,659.23,Sunny,Yes,No,4.2,3204517.03,11.7,Festival Crowd,22-12-2024,21-12-2025
VS000627,MP053,2024,3,March,Spring,3578,314,3892,1921,1971,389,243,360,1090,2802,4.6,526.93,Clear,Yes,Yes,4.1,2050811.56,30.9,Festival Crowd,03-04-2024,16-01-2025
VS000628,MP053,2023,4,April,Spring,2407,182,2589,1294,1295,288,134,373,1026,1563,5.3,950.17,Sunny,Yes,No,4.4,2459990.13,-11.2,Festival Crowd,11-06-2025,14-06-2025
VS000629,MP053,2024,5,May,Summer,2446,116,2562,1240,1322,294,134,307,842,1720,3.3,1019.1,Sunny,No,No,3.9,2610934.2,5.2,Weekend Rush,17-07-2024,07-09-2025
VS000630,MP053,2023,6,June,Summer,1463,78,1541,805,736,83,105,169,601,940,1.6,1168.64,Sunny,Yes,No,4.3,1800874.24,-18.5,Festival Crowd,09-12-2024,21-07-2025
VS000631,MP053,2025,7,July,Monsoon,1628,210,1838,991,847,126,163,196,536,1302,2.8,448.58,Sunny,Yes,No,4.5,824490.04,-0.8,Rain Affected,01-04-2025,08-09-2025
VS000632,MP053,2023,8,August,Monsoon,1677,46,1723,822,901,184,125,219,530,1193,3.1,753.89,Cloudy,No,No,3.9,1298952.47,16,Monsoon Season,22-07-2025,01-02-2025
VS000633,MP053,2024,9,September,Monsoon,2153,92,2245,1044,1201,121,124,301,711,1534,3.5,660.71,Sunny,Yes,No,3.8,1483293.95,1,Rain Affected,18-02-2025,20-01-2025
VS000634,MP053,2025,10,October,Autumn,2525,146,2671,1233,1438,153,165,258,776,1895,2.2,472.1,Foggy,No,Yes,4,1260979.1,-15.5,Weekend Rush,22-07-2023,01-11-2025
VS000635,MP053,2024,11,November,Autumn,3821,322,4143,2154,1989,359,260,338,1120,3023,5,640.33,Sunny,No,No,3.9,2652887.19,-9.5,Holiday Rush,02-05-2025,16-02-2025
VS000636,MP053,2023,12,December,Winter,5141,258,5399,2806,2593,404,232,777,2098,3301,1.8,829.55,Foggy,No,No,4.4,4478740.45,-2.7,Winter Vacation,08-10-2025,15-11-2025
VS000637,MP054,2023,1,January,Winter,3524,92,3616,1758,1858,247,304,376,1336,2280,4.5,771.79,Foggy,Yes,No,4.3,2790792.64,9.1,New Year Rush,07-07-2024,19-01-2025
VS000638,MP054,2025,2,February,Winter,4056,99,4155,2048,2107,448,303,432,1256,2899,4.8,1044.12,Windy,Yes,No,4.4,4338318.6,-11.4,Weekend Rush,14-12-2025,14-06-2025
VS000639,MP054,2025,3,March,Spring,3502,295,3797,1842,1955,192,259,304,1189,2608,1.6,1159.86,Windy,Yes,Yes,4.6,4403988.42,-10.4,Normal Traffic,18-01-2024,05-09-2025
VS000640,MP054,2023,4,April,Spring,3352,487,3839,2106,1733,197,382,497,976,2863,1.6,965.38,Cloudy,Yes,Yes,4.4,3706093.82,26.2,Weekend Rush,03-03-2025,19-04-2025
VS000641,MP054,2024,5,May,Summer,1857,262,2119,1021,1098,137,128,271,690,1429,2.7,1058.55,Sunny,Yes,No,4.7,2243067.45,-10,Rain Affected,16-09-2024,13-08-2025
VS000642,MP054,2024,6,June,Summer,2140,262,2402,1162,1240,123,185,199,696,1706,3.2,1081.15,Sunny,No,No,4.8,2596922.3,6.1,Holiday Rush,01-11-2025,25-07-2025
VS000643,MP054,2025,7,July,Monsoon,1278,91,1369,752,617,139,118,129,414,955,4.4,478.26,Foggy,No,No,4.9,654737.94,9.4,Monsoon Season,20-02-2023,25-07-2025
VS000644,MP054,2025,8,August,Monsoon,1523,217,1740,883,857,132,118,218,570,1170,2.1,1038.09,Sunny,No,No,4.9,1806276.6,32.2,Monsoon Season,02-10-2025,23-09-2025
VS000645,MP054,2023,9,September,Monsoon,1487,48,1535,740,795,110,125,162,576,959,5.4,668.55,Clear,Yes,No,4.6,1026224.25,27.3,Holiday Rush,12-06-2024,21-07-2025
VS000646,MP054,2023,10,October,Autumn,3279,122,3401,1782,1619,186,268,282,1071,2330,2.9,934.33,Cloudy,Yes,No,4.7,3177656.33,9.9,Festival Crowd,05-03-2024,25-10-2025
VS000647,MP054,2023,11,November,Autumn,4059,197,4256,2312,1944,294,373,392,1485,2771,5.2,808.77,Cloudy,Yes,Yes,4.3,3442125.12,1.5,Rain Affected,10-08-2023,21-08-2025
VS000648,MP054,2024,12,December,Winter,5214,381,5595,2716,2879,582,355,769,2233,3362,5.4,723.17,Sunny,No,No,4.1,4046136.15,-5.9,Peak Season,17-01-2023,18-01-2025
VS000649,MP055,2023,1,January,Winter,4933,717,5650,2600,3050,309,452,560,1635,4015,5.4,967.02,Sunny,No,No,4.6,5463663,24.2,Peak Season,03-12-2024,04-12-2025
VS000650,MP055,2025,2,February,Winter,4024,81,4105,2178,1927,388,269,430,1487,2618,3.9,1002.12,Foggy,Yes,No,4.5,4113702.6,-15.3,Peak Season,16-01-2023,12-11-2025
VS000651,MP055,2024,3,March,Spring,3126,230,3356,1602,1754,253,310,315,1046,2310,2.1,435.25,Cloudy,No,No,4.1,1460699,22.4,Rain Affected,03-01-2024,05-05-2025
VS000652,MP055,2025,4,April,Spring,3543,335,3878,1880,1998,362,167,365,1088,2790,4.7,892.54,Foggy,Yes,No,4.8,3461270.12,-15.9,Holiday Rush,19-09-2024,11-08-2025
VS000653,MP055,2025,5,May,Summer,1801,120,1921,898,1023,151,160,259,523,1398,4.3,545.03,Rainy,No,No,4.8,1047002.63,30.5,Normal Traffic,16-11-2023,15-06-2025
VS000654,MP055,2025,6,June,Summer,1729,80,1809,829,980,153,104,269,616,1193,5,410.57,Cloudy,Yes,No,4.3,742721.13,20.8,Rain Affected,12-05-2024,15-03-2025
VS000655,MP055,2023,7,July,Monsoon,1252,174,1426,695,731,137,141,188,509,917,5.1,497.17,Cloudy,No,No,4.9,708964.42,19.2,Monsoon Season,18-04-2025,10-04-2025
VS000656,MP055,2023,8,August,Monsoon,1745,117,1862,999,863,209,146,235,661,1201,4.7,665.73,Sunny,Yes,No,4.6,1239589.26,14.3,Rain Affected,07-11-2023,17-02-2025
VS000657,MP055,2025,9,September,Monsoon,1827,210,2037,1063,974,133,180,257,740,1297,4,1140.82,Cloudy,No,No,4.7,2323850.34,21.2,Holiday Rush,14-08-2023,07-05-2025
VS000658,MP055,2025,10,October,Autumn,2743,359,3102,1669,1433,278,207,383,1182,1920,2.6,774.27,Rainy,Yes,No,3.8,2401785.54,0,Off Season,17-06-2023,21-05-2025
VS000659,MP055,2025,11,November,Autumn,3651,279,3930,1858,2072,433,178,368,989,2941,2.8,1094.45,Rainy,No,No,4.1,4301188.5,4.7,Rain Affected,16-06-2025,23-01-2025
VS000660,MP055,2025,12,December,Winter,3815,126,3941,1997,1944,403,298,577,1061,2880,2.2,531.08,Sunny,Yes,No,4.2,2092986.28,15.5,Winter Vacation,03-11-2024,10-03-2025
VS000661,MP056,2024,1,January,Winter,4475,564,5039,2311,2728,256,214,584,1797,3242,3.6,640.36,Foggy,No,No,4.4,3226774.04,3.1,Winter Vacation,06-11-2024,24-04-2025
VS000662,MP056,2025,2,February,Winter,4509,526,5035,2266,2769,371,460,628,1877,3158,4.4,701.82,Windy,No,No,4.2,3533663.7,11.7,Weekend Rush,15-12-2023,22-08-2025
VS000663,MP056,2024,3,March,Spring,3513,168,3681,1691,1990,303,265,483,938,2743,5.4,1044.3,Windy,No,No,4.5,3844068.3,-17.3,Festival Crowd,07-04-2025,11-04-2025
VS000664,MP056,2025,4,April,Spring,3298,239,3537,1928,1609,420,275,355,1103,2434,2.9,636.97,Foggy,Yes,No,3.8,2252962.89,-10.5,Holiday Rush,18-11-2023,19-03-2025
VS000665,MP056,2024,5,May,Summer,2340,321,2661,1298,1363,198,116,217,700,1961,2.6,1115.95,Sunny,No,No,4.4,2969542.95,25.3,Holiday Rush,11-11-2024,04-07-2025
VS000666,MP056,2025,6,June,Summer,2050,201,2251,1218,1033,200,146,295,673,1578,5.8,695.38,Clear,Yes,No,4.7,1565300.38,-13.7,Peak Season,12-08-2024,04-05-2025
VS000667,MP056,2025,7,July,Monsoon,1542,55,1597,850,747,143,142,150,416,1181,1.6,1173.43,Windy,No,No,4.3,1873967.71,-5.1,Heavy Rain,23-04-2025,22-03-2025
VS000668,MP056,2023,8,August,Monsoon,1319,148,1467,801,666,159,117,214,557,910,3.8,897.87,Rainy,Yes,No,4.1,1317175.29,-13.4,Heavy Rain,08-09-2025,11-03-2025
VS000669,MP056,2024,9,September,Monsoon,2133,125,2258,1059,1199,226,129,252,713,1545,2,1096.56,Windy,Yes,No,4,2476032.48,11.6,Holiday Rush,24-02-2024,02-11-2025
VS000670,MP056,2024,10,October,Autumn,3288,438,3726,1908,1818,189,260,356,1211,2515,4.5,513.15,Windy,No,Yes,4.8,1911996.9,3.3,Off Season,25-10-2025,06-05-2025
VS000671,MP056,2023,11,November,Autumn,3897,163,4060,2112,1948,447,279,350,1606,2454,4.1,970.1,Clear,No,No,4,3938606,6.9,Holiday Rush,01-06-2023,10-10-2025
VS000672,MP056,2023,12,December,Winter,3925,323,4248,2024,2224,379,274,457,1140,3108,5.4,450.07,Foggy,No,No,4.7,1911897.36,-14.1,Peak Season,21-01-2023,22-03-2025
